-5.9 0.0211 0.107 1 0.0378
-5.5 0.0348 0.145 1 0.0749
-5.1 0.0503 0.164 1 0.0841
-4.7 0.0725 0.204 1 0.099
-4.3 0.1 0.241 1 0.0918
-3.9 0.123 0.285 1 0.0961
-2.8 0.226 0.329 1 0.112
-1.9 0.323 0.375 1 0.113
-1.1 0.422 0.419 1 0.114
-0.7 0.474 0.461 1 0.112
-0.5 0.514 0 1.02 0.0567
0 0.584 0 1.15 0.109
0.5 0.651 0 1.17 0.101
1 0.715 0 1.26 0.0928
1.5 0.776 0 1.37 0.0849
2 0.831 0 1.48 0.0763
2.5 0.883 0 1.71 0.067
3 0.928 0 2.27 0.0532
3.5 0.961 0 2.58 0.0366
4 0.982 0 2.81 0.0214
4.5 0.993 0 3.05 0.0103
5 0.997 0 3.13 0.00427
5.5 0.999 0 3.32 0.00187
6 1 0 3.12 0.0012
6.5 1 0 3.32 0.00187
7 1 0 3.11 0.00426
7.5 1.01 0 3.01 0.0102
8 1.02 0 2.71 0.021
8.5 1.04 0 2.39 0.0355
9 1.07 0 1.97 0.0505
9.5 1.12 0 1.35 0.0618
10 1.17 0 1.05 0.068
10.5 1.22 0 0.868 0.0727
11 1.29 0 0.7 0.0762
11.5 1.35 0 0.564 0.0788
12 1.42 0 0.475 0.0813
12.4 1.49 0.49 0.395 0.0804
12.5 1.49 0 0.353 0.041
12.8 1.54 0.451 0.318 0.073
13.5 1.63 0.408 0.23 0.0696
14.1 1.7 0.363 0.152 0.0604
15.2 1.81 0.318 0.0975 0.0548
16 1.89 0.274 0.0735 0.0339
16.4 1.9 0.231 0.0576 0.0269
16.8 1.93 0.194 0.0302 0.0335
17.2 1.95 0.156 0.0155 0.0267
17.6 1.97 0.134 0.00819 0.02
18 1.98 0.0967 0.0043 0.0133
18.4 1.99 0.0738 0.00213 0.0133
18.8 2 0.0391 0.000979 0.00662
19.2 2 0.0224 0.000441 0
19.6 2 0.0124 0.000197 0
20 2 0 8.86e-05 0
20.4 2 0 3.97e-05 0
20.8 2 0 1.78e-05 0
21.2 2 0 7.98e-06 0
21.6 2 0 3.59e-06 0
22 2 0 1.61e-06 0
22.4 2 0 7.25e-07 0
22.8 2 0 3.25e-07 0
23.2 2 0 1.46e-07 0
23.6 2 0 6.56e-08 0
24 2 0 2.95e-08 0
24.4 2 0 1.33e-08 0
24.8 2 0 5.96e-09 0
25.2 2 0 2.68e-09 0
25.6 2 0 1.21e-09 0
26 2 0 5.4e-10 0
26.4 2 0 2.34e-10 0
26.9 2 0 9.49e-11 0
27.3 2 0 3.59e-11 0
27.7 2 0 1.8e-11 0
28.1 2 0 8.11e-12 0
28.5 2 0 3.64e-12 0
28.9 2 0 1.64e-12 0
29.3 2 0 7.29e-13 0
29.8 2 0 3e-13 0
30.3 2 0 9.51e-14 0
31.4 2 0 1.27e-14 0
32 2 0 0 0
33 2 0 0 0
